,Formula,material_id,GVRH,PHONONS,PIEZO,DIELECTRIC,EXP_BAND_GAP
7600,Nb10 Ga6,mp-570293,1.0,0.0,0.0,0.0,0.0
7601,Tb1 Al1 Cu2,mp-971985,1.0,0.0,0.0,0.0,0.0
7602,Ta2 C1 S2,mp-559976,1.0,0.0,0.0,0.0,0.0
7603,Nd1 Lu1 Mg2,mp-975515,1.0,0.0,0.0,0.0,0.0
7604,Sr2 Ni1 Mo1 O6,mp-25053,1.0,0.0,0.0,0.0,0.0
7605,Ti1 Ga5 Co1,mp-1025229,1.0,0.0,0.0,0.0,0.0
7606,Li6 N2,mp-2341,1.0,0.0,0.0,1.0,0.0
7607,Ca8 Mn4 O16,mp-19050,1.0,0.0,0.0,0.0,0.0
7608,Hf6 Sb6,mp-13450,1.0,0.0,0.0,0.0,0.0
7609,Fe3 Ge1,mp-20344,1.0,0.0,0.0,0.0,0.0
7610,Sr1 Cu1 O2,mp-37514,1.0,0.0,0.0,0.0,0.0
7611,K2 Al2 Te4,mp-10165,1.0,0.0,0.0,1.0,0.0
7612,Fe2 Pd2,mp-2831,1.0,0.0,0.0,0.0,0.0
7613,Ti3 Tl1 C1,mp-4563,1.0,0.0,0.0,0.0,0.0
7614,La4 Ce4 O14,mp-755450,1.0,0.0,0.0,0.0,0.0
7615,Sr2 Ni1 W1 O6,mp-19400,1.0,0.0,0.0,0.0,0.0
7616,Nd2 Zn1 Ga1,mp-976344,1.0,0.0,0.0,0.0,0.0
7617,Li4 Rh4 O8,mp-14476,1.0,0.0,0.0,0.0,0.0
7618,Zr8 O16,mp-776404,1.0,0.0,0.0,0.0,0.0
7619,Ga2 P2,mp-8882,1.0,1.0,1.0,1.0,0.0
7620,Li1 Ho2 Al1,mp-973841,1.0,0.0,0.0,0.0,0.0
7621,Zr1 Co3 B2,mp-10059,1.0,0.0,0.0,0.0,0.0
7622,Th1 Al8 Cr4,mp-31411,1.0,0.0,0.0,0.0,0.0
7623,Al4 Fe6 Si8,mp-29111,1.0,0.0,0.0,0.0,0.0
7624,Rb4 I2 N6,mp-29456,1.0,0.0,0.0,0.0,0.0
7625,Cr2 B2,mp-260,1.0,0.0,0.0,0.0,0.0
7626,Ni2 P2 O7,mp-18819,1.0,0.0,0.0,0.0,0.0
7627,Cr1 Fe1 Bi2 O6,mp-551086,1.0,0.0,0.0,0.0,0.0
7628,Mo4 O12,mp-1445089,1.0,0.0,0.0,0.0,0.0
7629,K2 Pr2 Te8,mp-11132,1.0,0.0,0.0,0.0,0.0
7630,Sc2 Tc1 Au1,mp-862378,1.0,0.0,0.0,0.0,0.0
7631,Na2 Cu2 Te2,mp-7434,1.0,0.0,0.0,1.0,0.0
7632,Mg2 Sn2 P4,mp-1009083,1.0,0.0,0.0,0.0,0.0
7633,Er2 Zn1 Au1,mp-983908,1.0,0.0,0.0,0.0,0.0
7634,K1 Zn1 Sb1,mp-10161,1.0,0.0,1.0,1.0,0.0
7635,Ge1 Se1,mp-10759,1.0,0.0,0.0,0.0,0.0
7636,Ni4 Te4 Pd4,mp-569511,1.0,0.0,0.0,0.0,0.0
7637,Pr1 Ag2,mp-568654,1.0,0.0,0.0,0.0,0.0
7638,Nd1 Sn3,mp-1977,1.0,0.0,0.0,0.0,0.0
7639,Nb1 Ga1 Ni2,mp-3539,1.0,0.0,0.0,0.0,0.0
7640,Al2 P2 O8,mp-545974,1.0,0.0,1.0,0.0,0.0
7641,Zr1 Cu1 F6,mp-560865,1.0,0.0,0.0,0.0,0.0
7642,Y1 Cu1 Se2,mp-675902,1.0,1.0,1.0,0.0,0.0
7643,Co2 Sb2 S2,mp-4962,1.0,0.0,0.0,0.0,0.0
7644,K6 P2,mp-7897,1.0,0.0,0.0,1.0,0.0
7645,La4 Lu4 O12,mp-22220,1.0,0.0,0.0,0.0,0.0
7646,Hf1 Zr1 Zn2,mp-974973,1.0,0.0,0.0,0.0,0.0
7647,Tm1 Mg2 Sc1,mp-979073,1.0,0.0,0.0,0.0,0.0
7648,Sm1 Lu1 Zn2,mp-978549,1.0,0.0,0.0,0.0,0.0
7649,Ca8 Fe8 O20,mp-22113,1.0,0.0,0.0,0.0,0.0
7650,Mo4 Se2 S6,mp-1027890,1.0,0.0,0.0,0.0,0.0
7651,Cr6 Ir2,mp-1609,1.0,0.0,0.0,0.0,0.0
7652,Mg2,mp-153,1.0,0.0,0.0,0.0,0.0
7653,Pr1 Sm3,mp-975797,1.0,0.0,0.0,0.0,0.0
7654,Ca1 Zn2 Ge2,mp-13911,1.0,0.0,0.0,0.0,0.0
7655,Na3 Sb1 Se4,mp-8703,1.0,1.0,1.0,1.0,0.0
7656,Ca2 Co1 N2,mp-1029532,1.0,0.0,0.0,0.0,0.0
7657,Ni2 Mo2 O8,mp-19019,1.0,0.0,0.0,0.0,0.0
7658,Sn1 Sb1,mp-10635,1.0,0.0,0.0,0.0,0.0
7659,Tl1 As1 Pt5,mp-1025353,1.0,0.0,0.0,0.0,0.0
7660,Pt3 W1,mp-862798,1.0,0.0,0.0,0.0,0.0
7661,Dy1 Al2 Si2,mp-7121,1.0,0.0,0.0,0.0,0.0
7662,Al12 Tc2,mp-16718,1.0,0.0,0.0,0.0,1.0
7663,Mn6 Co4 O16,mp-504423,1.0,0.0,0.0,0.0,0.0
7664,Li2 Er2 S4,mp-35591,1.0,0.0,0.0,0.0,0.0
7665,Si2 Cu4 S6,mp-9248,1.0,0.0,1.0,0.0,0.0
7666,Rb1 Ca1 Cl3,mp-998197,1.0,0.0,0.0,0.0,0.0
7667,Sm1 Co3 B2,mp-5410,1.0,0.0,0.0,0.0,1.0
7668,Tb2,mp-18,1.0,0.0,0.0,0.0,0.0
7669,Li1 Fe1 Si2 O6,mp-752617,1.0,0.0,0.0,0.0,0.0
7670,Sc4 Co2,mp-30562,1.0,0.0,0.0,0.0,0.0
7671,Sb1 Rh3,mp-973342,1.0,0.0,0.0,0.0,0.0
7672,Sr2 Tc2 N6,mp-989530,1.0,0.0,0.0,0.0,0.0
7673,Re3,mp-975065,1.0,0.0,0.0,0.0,0.0
7674,Na2 Nb2 O6,mp-4514,1.0,1.0,1.0,0.0,0.0
7675,Ba2 Sr6,mp-984699,1.0,0.0,0.0,0.0,0.0
7676,La2 Mg4,mp-1909,1.0,0.0,0.0,0.0,0.0
7677,Si3 O6,mp-7000,1.0,1.0,1.0,0.0,0.0
7678,Ho1 Sc1 Ru2,mp-974063,1.0,0.0,0.0,0.0,0.0
7679,Zn12 N8,mp-754553,1.0,0.0,0.0,0.0,0.0
7680,Li1 Co1 S2,mp-753946,1.0,1.0,0.0,0.0,0.0
7681,Ca2 Zn2 S2 O2,mp-7204,1.0,0.0,1.0,0.0,1.0
7682,Sm1,mp-21377,1.0,0.0,0.0,0.0,0.0
7683,Cs2 Ti2 I6,mp-567698,1.0,0.0,0.0,0.0,0.0
7684,Pa1 Ni2 Sb1,mp-861992,1.0,0.0,0.0,0.0,0.0
7685,Lu3,mp-973571,1.0,0.0,0.0,0.0,0.0
7686,Nd1,mp-159,1.0,0.0,0.0,0.0,0.0
7687,Tm2 Zn1 Pt1,mp-865338,1.0,0.0,0.0,0.0,0.0
7688,Si4,mp-165,1.0,1.0,0.0,0.0,0.0
7689,Mg1 Pb2 W1 O6,mp-20056,1.0,0.0,0.0,0.0,0.0
7690,La1 Bi1 Au2,mp-867908,1.0,0.0,0.0,0.0,0.0
7691,Na8 Mn4 O12,mp-761229,1.0,0.0,0.0,0.0,0.0
7692,Cd2 P8,mp-7904,1.0,0.0,0.0,1.0,0.0
7693,V1 Br2 O1,mp-27713,1.0,0.0,0.0,0.0,0.0
7694,Re2 Ge4,mp-1025067,1.0,0.0,0.0,0.0,0.0
7695,Li4 Ti2 O6,mp-36864,1.0,0.0,0.0,0.0,0.0
7696,Th1 Co5,mp-809,1.0,0.0,0.0,0.0,0.0
7697,Li1 Ho2 Ga1,mp-867145,1.0,0.0,0.0,0.0,0.0
7698,Ca2 Pt2 O6,mp-4784,1.0,0.0,0.0,1.0,0.0
7699,Y1 Ti2 Ga4,mp-11445,1.0,0.0,0.0,0.0,1.0
7700,Pm1 Cd3,mp-862899,1.0,0.0,0.0,0.0,0.0
7701,Li3 Mg3,mp-976239,1.0,0.0,0.0,0.0,0.0
7702,Bi2 O2 F2,mp-753594,1.0,0.0,0.0,1.0,0.0
7703,Si3 O6,mp-6930,1.0,1.0,1.0,0.0,0.0
7704,Sr1 Fe1 O2,mp-21145,1.0,0.0,0.0,0.0,0.0
7705,Sc3 Sn1 B1,mp-10139,1.0,0.0,0.0,0.0,0.0
7706,Pr1 Lu1 In2,mp-975932,1.0,0.0,0.0,0.0,0.0
7707,Cs2 Pd1 I6,mp-29806,1.0,0.0,0.0,0.0,0.0
7708,Al1 Au2,mp-1018179,1.0,0.0,0.0,0.0,0.0
7709,Te4 O8,mp-2739,1.0,0.0,0.0,0.0,0.0
7710,Te4 O8,mp-557,1.0,0.0,0.0,0.0,0.0
7711,Tb1 B2 Rh2 C1,mp-12736,1.0,0.0,0.0,0.0,0.0
7712,K2 Na1 Y1 F6,mp-13799,1.0,0.0,0.0,0.0,0.0
7713,Dy2 Ir1 Au1,mp-984104,1.0,0.0,0.0,0.0,0.0
7714,Ca1 Cu2 P2,mp-7422,1.0,0.0,0.0,0.0,0.0
7715,Y2 Co8 B2,mp-10463,1.0,0.0,0.0,0.0,0.0
7716,Mn2 H2 O4,mp-626068,1.0,0.0,0.0,0.0,0.0
7717,Mn1 Be2 Co1,mp-978261,1.0,0.0,0.0,0.0,0.0
7718,Li3 Ga1,mp-976023,1.0,0.0,0.0,0.0,0.0
7719,Ni2 P4,mp-486,1.0,1.0,0.0,0.0,0.0
7720,Pm2 Ho6,mp-984754,1.0,0.0,0.0,0.0,0.0
7721,Cr1 Ni3,mp-1007974,1.0,0.0,0.0,0.0,0.0
7722,Zr1 Ga3,mp-30685,1.0,0.0,0.0,0.0,0.0
7723,Zn2 In4 S8,mp-22052,1.0,0.0,0.0,0.0,0.0
7724,Na1 B1 H4,mp-976181,1.0,0.0,0.0,0.0,0.0
7725,Y16 Al8 O36,mp-5409,1.0,0.0,0.0,0.0,0.0
7726,Mn2 Sn4,mp-20086,1.0,0.0,0.0,0.0,0.0
7727,Mg2 Ag1 Ir1,mp-864976,1.0,0.0,0.0,0.0,0.0
7728,Mo1 W3 Se2 S6,mp-1029037,1.0,0.0,0.0,0.0,0.0
7729,Be1 Cu1,mp-2323,1.0,0.0,0.0,0.0,1.0
7730,Al1 Ga3 N4,mp-1019508,1.0,0.0,0.0,0.0,0.0
7731,Li2 Mg2 H6,mp-23736,1.0,0.0,1.0,1.0,0.0
7732,Ag2 Cl2,mp-570687,1.0,0.0,0.0,0.0,0.0
7733,Na4 Mn4 P4 O16,mp-17967,1.0,0.0,0.0,0.0,0.0
7734,Sr2 Sn2 O6,mp-12867,1.0,0.0,0.0,0.0,0.0
7735,Na1 Cu6 O8,mp-758835,1.0,0.0,0.0,0.0,0.0
7736,Cr3 Si6,mp-11191,1.0,0.0,0.0,0.0,1.0
7737,Cr3 Si6,mp-1222,1.0,0.0,0.0,0.0,0.0
7738,Zn1 Cu1 Ni2,mp-971738,1.0,0.0,0.0,0.0,0.0
7739,Co2 Ni1 Se4,mp-1025190,1.0,0.0,0.0,0.0,0.0
7740,Sn2 Se2,mp-2168,1.0,0.0,0.0,0.0,0.0
7741,Dy2 Ag1 Ir1,mp-864981,1.0,0.0,0.0,0.0,0.0
7742,Te4 O8,mp-8377,1.0,1.0,1.0,0.0,0.0
7743,Cu6 Si2,mp-867317,1.0,0.0,0.0,0.0,0.0
7744,Hf2 V2 Ge2,mp-10312,1.0,0.0,0.0,0.0,0.0
7745,H4 Br1 N1,mp-36248,1.0,0.0,1.0,1.0,0.0
7746,Hf2 Cu1 Os1,mp-864974,1.0,0.0,0.0,0.0,0.0
7747,B2 P2,mp-1008559,1.0,1.0,0.0,0.0,0.0
7748,K6 B2 As4,mp-9665,1.0,0.0,0.0,0.0,0.0
7749,Gd2 O2 F2,mp-754349,1.0,0.0,0.0,0.0,0.0
7750,Mo4 N2,mp-27953,1.0,0.0,0.0,0.0,0.0
7751,Zr1 In1 Au2,mp-581707,1.0,0.0,0.0,0.0,0.0
7752,La4 In2,mp-20760,1.0,0.0,0.0,0.0,1.0
7753,V4 O6,mp-18937,1.0,0.0,0.0,0.0,0.0
7754,Mn2 Se2,mp-10204,1.0,0.0,0.0,0.0,0.0
7755,Ca2 Zn1 Rh1,mp-867854,1.0,0.0,0.0,0.0,0.0
7756,Ti3 Tl1,mp-865900,1.0,0.0,0.0,0.0,0.0
7757,Zn6 S6,mp-555280,1.0,0.0,0.0,0.0,0.0
7758,Na3 Hf1 F7,mp-34579,1.0,1.0,0.0,0.0,0.0
7759,Ce1 Si2 Ir2,mp-4433,1.0,0.0,0.0,0.0,0.0
7760,Ti2 Pt6,mp-972220,1.0,0.0,0.0,0.0,0.0
7761,Co2 P2 O7,mp-20283,1.0,0.0,0.0,0.0,0.0
7762,Sm2 Al1 Zn1,mp-972504,1.0,0.0,0.0,0.0,0.0
7763,Ag2,mp-10597,1.0,0.0,0.0,0.0,0.0
7764,La2 Mn2 N6,mp-989554,1.0,0.0,0.0,0.0,0.0
7765,Nd2 Ni4,mp-1343,1.0,0.0,0.0,0.0,0.0
7766,Cs2 Pt1 F6,mp-8191,1.0,0.0,0.0,0.0,0.0
7767,B2 W2,mp-1008487,1.0,0.0,0.0,0.0,0.0
7768,Be4 O4,mp-7599,1.0,0.0,0.0,0.0,0.0
7769,V1 Co3,mp-1017529,1.0,0.0,0.0,0.0,0.0
7770,La1 Nd1 Zn2,mp-973894,1.0,0.0,0.0,0.0,0.0
7771,Pr1 Lu1 Mg2,mp-975972,1.0,0.0,0.0,0.0,0.0
7772,Sr6 Al12 O24,mp-36775,1.0,0.0,0.0,0.0,0.0
7773,Sc2 Ag1 Ir1,mp-862432,1.0,0.0,0.0,0.0,0.0
7774,Ga32 Ni24,mp-30655,1.0,0.0,0.0,0.0,0.0
7775,Ca2 Ag2 O4,mp-997005,1.0,0.0,0.0,0.0,0.0
7776,Pr2 Zn1 Ag1,mp-978083,1.0,0.0,0.0,0.0,0.0
7777,Ga2,mp-10021,1.0,0.0,0.0,0.0,0.0
7778,Mg6 Tl3,mp-567244,1.0,0.0,0.0,0.0,0.0
7779,Mg1 Ge1 Ir2,mp-865160,1.0,0.0,0.0,0.0,0.0
7780,Co2 Sb4,mp-9835,1.0,0.0,0.0,0.0,0.0
7781,Si4 Os4,mp-2488,1.0,1.0,1.0,0.0,0.0
7782,Cs1 Cl1 O4,mp-546711,1.0,0.0,1.0,0.0,0.0
7783,Zr4 Al2 C2,mp-3886,1.0,0.0,0.0,0.0,0.0
7784,Er2 Ag2 S4,mp-36029,1.0,0.0,0.0,0.0,0.0
7785,Sc1 Al1 Pt2,mp-973153,1.0,0.0,0.0,0.0,0.0
7786,Ca1 Al4,mp-1749,1.0,0.0,0.0,0.0,0.0
7787,Na1 Nd1 Au2,mp-865113,1.0,0.0,0.0,0.0,0.0
7788,Ti2 Re1 Tc1,mp-972241,1.0,0.0,0.0,0.0,0.0
7789,Ti2 Re1 Ru1,mp-972275,1.0,0.0,0.0,0.0,0.0
7790,Tm3 Ag3 Sn3,mp-2990,1.0,0.0,0.0,0.0,0.0
7791,Er1 Sn1 Ru2,mp-866285,1.0,0.0,0.0,0.0,0.0
7792,V4 In2 C2,mp-20983,1.0,0.0,0.0,0.0,0.0
7793,Pr1 Y1 Zn2,mp-975769,1.0,0.0,0.0,0.0,0.0
7794,Lu2 Hg1 Au1,mp-981393,1.0,0.0,0.0,0.0,0.0
7795,Li3 Cu2 O4,mp-545467,1.0,0.0,0.0,0.0,1.0
7796,Pr2 Cd1 Ag1,mp-982010,1.0,0.0,0.0,0.0,0.0
7797,Li1 Pd1,mp-2743,1.0,0.0,0.0,0.0,0.0
7798,Li1 Ag1,mp-2426,1.0,0.0,0.0,0.0,0.0
7799,Nd1 Rh3 C1,mp-16287,1.0,0.0,0.0,0.0,0.0
7800,Si2 O4,mp-8352,1.0,0.0,0.0,0.0,0.0
7801,Li1 Fe1 F4,mp-756849,1.0,0.0,0.0,0.0,0.0
7802,Hf1 Al1 Fe2,mp-983358,1.0,0.0,0.0,0.0,0.0
7803,Na5 Co1 S1 O2,mp-19027,1.0,0.0,0.0,0.0,0.0
7804,Hf1 Pd3,mp-1007656,1.0,0.0,0.0,0.0,0.0
7805,Li12 Mn4 O12,mp-756408,1.0,0.0,0.0,0.0,0.0
7806,Ta2 Mn1 Os1,mp-864761,1.0,0.0,0.0,0.0,0.0
7807,Al2 Au2 O4,mp-16613,1.0,0.0,0.0,0.0,0.0
7808,Al1 B2,mp-944,1.0,0.0,0.0,0.0,1.0
7809,Sc4 Ni4 Sn4,mp-5186,1.0,0.0,0.0,0.0,0.0
7810,Li2 Mn1 Fe1 O4,mp-754336,1.0,0.0,0.0,0.0,0.0
7811,W2 O4 F2,mp-752961,1.0,0.0,0.0,0.0,0.0
7812,Cu4 Sn2 Se6,mp-11658,1.0,0.0,0.0,0.0,0.0
7813,Fe2 B4 Mo1,mp-15722,1.0,0.0,0.0,0.0,0.0
7814,Hg1,mp-753304,1.0,0.0,0.0,0.0,0.0
7815,Lu2 In1 Hg1,mp-973734,1.0,0.0,0.0,0.0,0.0
7816,Lu2 Zn1 Ga1,mp-973636,1.0,0.0,0.0,0.0,0.0
7817,Sc2 Tc1 Ag1,mp-862379,1.0,0.0,0.0,0.0,0.0
7818,Ta1 Al1 Ni2,mp-5921,1.0,0.0,0.0,0.0,0.0
7819,Mg1 Cd1,mp-1039124,1.0,0.0,0.0,0.0,0.0
7820,Al2 Tl2 Se4,mp-9579,1.0,0.0,0.0,0.0,0.0
7821,K1 Nb1 O3,mp-935811,1.0,0.0,0.0,1.0,0.0
7822,Sr2 Zn2 Cl8,mp-23034,1.0,0.0,0.0,0.0,0.0
7823,Li1 Ni3 O4,mp-755956,1.0,0.0,0.0,0.0,0.0
7824,Nd2 Zn1 Ag1,mp-976341,1.0,0.0,0.0,0.0,0.0
7825,Fe1 H2 O2,mp-626689,1.0,0.0,1.0,0.0,0.0
7826,Nb9 Rh9,mp-567345,1.0,0.0,0.0,0.0,0.0
7827,Y1 Al1,mp-11229,1.0,0.0,0.0,0.0,0.0
7828,Sr2 Zr2 O6,mp-5076,1.0,0.0,0.0,0.0,0.0
7829,Li3,mp-1063005,1.0,0.0,0.0,0.0,0.0
7830,Na4 Nb4 O12,mp-4681,1.0,0.0,0.0,0.0,0.0
7831,Na3 Al1 F6,mp-676512,1.0,0.0,0.0,0.0,0.0
7832,Tm1 Cu1 Se2,mp-36209,1.0,0.0,1.0,0.0,0.0
7833,Ge4 Ru4,mp-1025397,1.0,0.0,0.0,0.0,0.0
7834,La1 Sm1 Zn2,mp-972949,1.0,0.0,0.0,0.0,0.0
7835,Ca1 Tm1 Cd2,mp-984791,1.0,0.0,0.0,0.0,0.0
7836,Ti3 Ga1,mp-972069,1.0,0.0,0.0,0.0,0.0
7837,Mn8 Cr4 O16,mp-765581,1.0,0.0,0.0,0.0,0.0
7838,Cu1 S1,mp-760381,1.0,0.0,0.0,0.0,0.0
7839,Sr1 Ga2 Te4,mp-33880,1.0,0.0,0.0,1.0,0.0
7840,Zr2 S1 N2,mp-553875,1.0,1.0,0.0,0.0,0.0
7841,Mn2 O4,mp-755671,1.0,0.0,0.0,0.0,0.0
7842,Fe2 P8,mp-568328,1.0,0.0,1.0,0.0,0.0
7843,Y1 Hg2,mp-30725,1.0,0.0,0.0,0.0,1.0
7844,Dy4 Al4 O12,mp-756630,1.0,0.0,0.0,0.0,0.0
7845,Sc1 Tc2 W1,mp-862725,1.0,0.0,0.0,0.0,0.0
7846,Ac1 Ag1 Hg2,mp-862873,1.0,0.0,0.0,0.0,0.0
7847,Sr2 Hf2 O6,mp-550908,1.0,0.0,0.0,0.0,0.0
7848,Ta2 Te8,mp-22817,1.0,0.0,0.0,0.0,0.0
7849,Eu4 I8,mp-23305,1.0,0.0,0.0,0.0,0.0
7850,Hf3 Tl1,mp-976106,1.0,0.0,0.0,0.0,0.0
7851,Sr1 Zr1 N2,mp-9382,1.0,1.0,0.0,0.0,0.0
7852,Cs1 Ge1 Br3,mp-570223,1.0,0.0,0.0,1.0,0.0
7853,Li1 Fe1 Pd2,mp-973979,1.0,0.0,0.0,0.0,0.0
7854,Cd1 Au1,mp-2757,1.0,0.0,0.0,0.0,0.0
7855,Ti2 As2,mp-10052,1.0,0.0,0.0,0.0,0.0
7856,Th1 Bi1,mp-30468,1.0,0.0,0.0,0.0,0.0
7857,Gd4 Sc4 O12,mp-5690,1.0,0.0,0.0,0.0,0.0
7858,La1 N1,mp-256,1.0,0.0,0.0,0.0,0.0
7859,Si4 P8,mp-21065,1.0,0.0,0.0,0.0,0.0
7860,Na8 Nb8 O24,mp-3671,1.0,0.0,0.0,0.0,0.0
7861,Cr6 Os2,mp-416,1.0,0.0,0.0,0.0,0.0
7862,Ce2 Al2 Si4,mp-9400,1.0,0.0,0.0,0.0,1.0
7863,Mg2 Ge2 P4,mp-34903,1.0,0.0,1.0,1.0,0.0
7864,Cr2 H2 O4,mp-24040,1.0,0.0,0.0,0.0,0.0
7865,Ni3 Sb1,mp-976847,1.0,0.0,0.0,0.0,0.0
7866,Tm2 Zn1 Hg1,mp-972274,1.0,0.0,0.0,0.0,0.0
7867,Cs2 Tl1 Si1 H6,mp-989560,1.0,0.0,0.0,0.0,0.0
7868,Nb1 Al1 Ni2,mp-4813,1.0,0.0,0.0,0.0,0.0
7869,Zn7 Mo1,mp-644500,1.0,0.0,0.0,0.0,0.0
7870,Zn4 Sb8 O16,mp-5388,1.0,0.0,0.0,0.0,0.0
7871,K1 Cu4 Se3,mp-10092,1.0,0.0,0.0,0.0,0.0
7872,Ti2 Cu1 Tc1,mp-972217,1.0,0.0,0.0,0.0,0.0
7873,K2,mp-972981,1.0,0.0,0.0,0.0,0.0
7874,Sc3 In1,mp-570428,1.0,0.0,0.0,0.0,0.0
7875,Ti2 Cu2 Sn2,mp-19983,1.0,0.0,0.0,0.0,0.0
7876,Rb1 Cu1 F3,mp-554601,1.0,0.0,0.0,0.0,0.0
7877,V1 Pt3,mp-372,1.0,0.0,0.0,0.0,0.0
7878,Nd1 Er1 Zn2,mp-974638,1.0,0.0,0.0,0.0,0.0
7879,Sc2 Au2 O4,mp-11023,1.0,0.0,0.0,1.0,0.0
7880,Na1 W2 O6,mp-37307,1.0,0.0,0.0,0.0,0.0
7881,Ti2 Al4 O10,mp-4930,1.0,0.0,0.0,0.0,0.0
7882,Na1 Nb1 N2,mp-7017,1.0,0.0,0.0,0.0,0.0
7883,K2 Al2 F8,mp-2910,1.0,0.0,0.0,0.0,0.0
7884,Ba2 C2 O6,mp-762225,1.0,0.0,1.0,0.0,0.0
7885,Nb2 Ga2 O8,mp-7601,1.0,0.0,0.0,0.0,0.0
7886,Ga2 As2,mp-8883,1.0,0.0,1.0,0.0,0.0
7887,V2 Ni1 Se4,mp-7823,1.0,0.0,0.0,0.0,0.0
7888,Ti3 Os1,mp-865899,1.0,0.0,0.0,0.0,0.0
7889,Tl1 In1 S2,mp-22566,1.0,0.0,0.0,0.0,0.0
7890,Co2 P2 O8,mp-27046,1.0,0.0,0.0,0.0,0.0
7891,In4 Te4,mp-20320,1.0,0.0,0.0,0.0,0.0
7892,K3 Cr1 O4,mp-19414,1.0,0.0,1.0,0.0,0.0
7893,Y3 Al3 Pd3,mp-12961,1.0,0.0,0.0,0.0,0.0
7894,Pr3 Sn1,mp-571188,1.0,0.0,0.0,0.0,0.0
7895,Ca2 Si4,mp-862,1.0,0.0,0.0,0.0,0.0
7896,Sc4 Tl2 C2,mp-13071,1.0,0.0,0.0,0.0,0.0
7897,La4 Si4,mp-1860,1.0,0.0,0.0,0.0,0.0
7898,Sr2 Sn1 O4,mp-3376,1.0,0.0,0.0,0.0,0.0
7899,Sn1 Au5,mp-30418,1.0,0.0,0.0,0.0,0.0
7900,Tl4 Sn2 Te10,mp-28843,1.0,0.0,0.0,0.0,0.0
7901,Mg26 Ir6,mp-16860,1.0,0.0,0.0,0.0,0.0
7902,Y2 H2 C1,mp-644278,1.0,0.0,0.0,0.0,0.0
7903,K1 In9 Ni2,mp-569886,1.0,0.0,0.0,0.0,0.0
7904,Nb2 Te8,mp-20196,1.0,0.0,0.0,0.0,0.0
7905,K4 Li4 O4,mp-559612,1.0,0.0,0.0,0.0,0.0
7906,Ti4 Se4,mp-571651,1.0,0.0,0.0,0.0,0.0
7907,Tb1,mp-7163,1.0,0.0,0.0,0.0,0.0
7908,Cu2 I2,mp-22863,1.0,0.0,0.0,0.0,0.0
7909,Y1 Al8 Cr4,mp-30177,1.0,0.0,0.0,0.0,0.0
7910,Si6 Pt4,mp-10744,1.0,0.0,0.0,0.0,0.0
7911,Zr2 Se1 N2,mp-1029337,1.0,0.0,0.0,0.0,0.0
7912,Ba2 Cu1 F6,mp-554352,1.0,0.0,0.0,0.0,0.0
7913,Cs1 Pb1 Br3,mp-600089,1.0,0.0,0.0,0.0,0.0
7914,Ca4 C4 O12,mp-553939,1.0,0.0,0.0,0.0,0.0
7915,Al2 V8 C6,mp-569458,1.0,0.0,0.0,0.0,0.0
7916,Zr4 Al2,mp-2557,1.0,0.0,0.0,0.0,1.0
7917,Ca6 N4,mp-1047,1.0,0.0,0.0,0.0,0.0
7918,Tb1 Ga2 Co3,mp-568687,1.0,0.0,0.0,0.0,0.0
7919,Pu1 Si2,mp-10186,1.0,0.0,0.0,0.0,0.0
7920,Rb1 Na2 Sb1,mp-975275,1.0,0.0,0.0,0.0,0.0
7921,Ho1 Hf1 Ru2,mp-973890,1.0,0.0,0.0,0.0,0.0
7922,Mg4 H2 O5,mp-30242,1.0,0.0,0.0,0.0,0.0
7923,Zn1 Cd1 Se2,mp-1017534,1.0,0.0,0.0,0.0,0.0
7924,Mg6 Ag2,mp-864952,1.0,0.0,0.0,0.0,0.0
7925,Na3 Bi1,mp-977189,1.0,0.0,0.0,0.0,0.0
7926,Sr2 Tl1 Cu1 O5,mp-620290,1.0,0.0,0.0,0.0,0.0
7927,La4 Ge4,mp-21345,1.0,0.0,0.0,0.0,0.0
7928,Zr6 Sn2,mp-30876,1.0,0.0,0.0,0.0,0.0
7929,V3 Te4,mp-1028,1.0,0.0,0.0,0.0,0.0
7930,Nd1 B2 Ru3,mp-7099,1.0,0.0,0.0,0.0,0.0
7931,Np1 Ga5 Co1,mp-1025325,1.0,0.0,0.0,0.0,0.0
7932,Cr2 As2,mp-568565,1.0,0.0,0.0,0.0,0.0
7933,Mn10 C4,mp-22749,1.0,0.0,0.0,0.0,0.0
7934,Zn2 Ge1 Se4,mp-35539,1.0,0.0,1.0,1.0,0.0
7935,K1 Rb2 Ni1 F6,mp-555464,1.0,0.0,0.0,0.0,0.0
7936,Ba1 Cu3 O4,mp-3988,1.0,0.0,0.0,0.0,0.0
7937,Ti2 Ni2 O6,mp-850194,1.0,0.0,0.0,0.0,0.0
7938,Sm2 Ag1 Rh1,mp-972530,1.0,0.0,0.0,0.0,0.0
7939,Li1 Mg7,mp-1016274,1.0,0.0,0.0,0.0,0.0
7940,Na10 Os2 N8,mp-1029574,1.0,0.0,0.0,0.0,0.0
7941,Li2 Mn1 Br4,mp-28250,1.0,0.0,0.0,0.0,0.0
7942,Hg1 Pd3,mp-863720,1.0,0.0,0.0,0.0,0.0
7943,Nd4 Mg2,mp-976425,1.0,0.0,0.0,0.0,0.0
7944,Cu1 Te1 O4,mp-755455,1.0,0.0,0.0,0.0,0.0
7945,Li1 Zr2 Re1,mp-865872,1.0,0.0,0.0,0.0,0.0
